Action,Quantity,Price,Time,Portfolio Value,Remaining Balance
Sell,408,2125.32,2021-10-07 08:00:00,867130.56,868791.8299999998
Buy,408,2125.45,2021-10-07 08:30:00,867183.6,1608.229999999865
Sell,408,2121.35,2021-10-07 08:45:00,865510.7999999999,867119.0299999998
Buy,408,2121.35,2021-10-07 08:45:00,865510.7999999999,1608.229999999865
Sell,408,2125.36,2021-10-07 09:00:00,867146.88,868755.1099999999
Buy,407,2129.53,2021-10-07 09:30:00,866718.7100000001,2036.3999999997905
Sell,407,2117.99,2021-10-07 09:45:00,862021.9299999999,864058.3299999997
Buy,409,2108.85,2021-10-07 10:15:00,862519.6499999999,1538.6799999998184
Sell,409,2101.46,2021-10-07 10:30:00,859497.14,861035.8199999998
Buy,407,2111.0,2021-10-07 11:15:00,859177.0,1858.8199999998324
Sell,407,2118.02,2021-10-07 11:30:00,862034.14,863892.9599999998
Buy,407,2118.02,2021-10-07 11:30:00,862034.14,1858.8199999998324
Sell,407,2109.35,2021-10-07 11:45:00,858505.45,860364.2699999998
Buy,409,2100.4,2021-10-07 13:30:00,859063.6000000001,1300.6699999996927
Sell,409,2099.65,2021-10-07 13:45:00,858756.8500000001,860057.5199999998
Buy,410,2097.35,2021-10-07 14:00:00,859913.5,144.0199999997858
Sell,410,2103.99,2021-10-07 14:15:00,862635.8999999999,862779.9199999997
Buy,410,2103.99,2021-10-07 14:15:00,862635.8999999999,144.0199999997858
Sell,410,2106.7,2021-10-07 14:30:00,863746.9999999999,863891.0199999997
Buy,409,2111.53,2021-10-07 14:45:00,863615.7700000001,275.24999999953434
Sell,409,2111.01,2021-10-07 15:00:00,863403.0900000001,863678.3399999996
Buy,407,2118.89,2021-10-07 15:15:00,862388.23,1290.1099999996368
Sell,407,2121.19,2021-10-07 15:30:00,863324.3300000001,864614.4399999997
Buy,407,2121.19,2021-10-07 15:30:00,863324.3300000001,1290.1099999996368
Sell,407,2118.5,2021-10-07 15:45:00,862229.5,863519.6099999996
Buy,407,2117.78,2021-10-07 16:00:00,861936.4600000001,1583.1499999995576
Sell,407,2153.34,2021-10-07 16:15:00,876409.38,877992.5299999996
Buy,411,2134.23,2021-10-07 16:45:00,877168.53,823.9999999995343
Sell,411,2100.32,2021-10-07 17:00:00,863231.52,864055.5199999996
Buy,414,2085.02,2021-10-07 17:45:00,863198.28,857.239999999525
Sell,414,2082.68,2021-10-07 18:00:00,862229.5199999999,863086.7599999994
Buy,414,2082.68,2021-10-07 18:00:00,862229.5199999999,857.239999999525
Sell,414,2085.61,2021-10-07 18:15:00,863442.54,864299.7799999996
Buy,414,2086.88,2021-10-07 18:30:00,863968.3200000001,331.4599999994971
Sell,414,2095.54,2021-10-07 18:45:00,867553.5599999999,867885.0199999994
Buy,414,2093.26,2021-10-07 19:30:00,866609.6400000001,1275.3799999993062
Sell,414,2093.14,2021-10-07 19:45:00,866559.96,867835.3399999993
Buy,415,2086.59,2021-10-07 20:00:00,865934.8500000001,1900.4899999991758
Sell,415,2092.53,2021-10-07 20:15:00,868399.9500000001,870300.4399999992
Buy,415,2092.53,2021-10-07 20:15:00,868399.9500000001,1900.4899999991758
Sell,415,2086.58,2021-10-07 20:30:00,865930.7,867831.1899999991
Buy,413,2098.0,2021-10-07 21:00:00,866474.0,1357.1899999991292
Sell,413,2104.2,2021-10-07 21:15:00,869034.6,870391.7899999991
Buy,413,2105.67,2021-10-07 21:45:00,869641.7100000001,750.0799999990268
Sell,413,2112.97,2021-10-07 22:00:00,872656.6099999999,873406.6899999989
Buy,413,2112.97,2021-10-07 22:00:00,872656.6099999999,750.0799999990268
Sell,413,2106.59,2021-10-07 22:15:00,870021.67,870771.7499999991
Buy,413,2106.59,2021-10-07 22:15:00,870021.67,750.0799999990268
Sell,413,2113.31,2021-10-07 22:30:00,872797.03,873547.109999999
Buy,278,3140.83,2021-10-08 00:00:00,873150.74,396.369999999064
Sell,278,3157.11,2021-10-08 00:15:00,877676.5800000001,878072.9499999991
Buy,278,3157.11,2021-10-08 00:15:00,877676.5800000001,396.369999999064
Sell,278,3122.31,2021-10-08 00:30:00,868002.1799999999,868398.549999999
Buy,278,3122.31,2021-10-08 00:30:00,868002.1799999999,396.369999999064
Sell,278,3125.43,2021-10-08 00:45:00,868869.5399999999,869265.909999999
Buy,278,3125.43,2021-10-08 00:45:00,868869.5399999999,396.369999999064
Sell,278,3105.02,2021-10-08 01:00:00,863195.5599999999,863591.929999999
Buy,278,3105.02,2021-10-08 01:00:00,863195.5599999999,396.369999999064
Sell,278,3117.56,2021-10-08 01:15:00,866681.6799999999,867078.049999999
Buy,278,3117.56,2021-10-08 01:15:00,866681.6799999999,396.369999999064
Sell,278,3126.91,2021-10-08 01:30:00,869280.98,869677.349999999
Buy,278,3126.91,2021-10-08 01:30:00,869280.98,396.369999999064
Sell,278,3134.25,2021-10-08 01:45:00,871321.5,871717.8699999991
Buy,278,3134.25,2021-10-08 01:45:00,871321.5,396.369999999064
Sell,278,3130.19,2021-10-08 02:00:00,870192.8200000001,870589.1899999991
Buy,278,3130.19,2021-10-08 02:00:00,870192.8200000001,396.369999999064
Sell,278,3137.7,2021-10-08 02:15:00,872280.6,872676.969999999
Buy,278,3137.7,2021-10-08 02:15:00,872280.6,396.369999999064
Sell,278,3135.33,2021-10-08 02:30:00,871621.74,872018.109999999
Buy,278,3135.33,2021-10-08 02:30:00,871621.74,396.369999999064
Sell,278,3144.55,2021-10-08 02:45:00,874184.9,874581.2699999991
Buy,278,3144.55,2021-10-08 02:45:00,874184.9,396.369999999064
Sell,278,3132.75,2021-10-08 03:00:00,870904.5,871300.8699999991
Buy,278,3132.75,2021-10-08 03:00:00,870904.5,396.369999999064
Sell,278,3120.19,2021-10-08 03:15:00,867412.8200000001,867809.1899999991
Buy,278,3120.19,2021-10-08 03:15:00,867412.8200000001,396.369999999064
Sell,278,3125.09,2021-10-08 03:30:00,868775.02,869171.3899999991
Buy,278,3125.09,2021-10-08 03:30:00,868775.02,396.369999999064
Sell,278,3117.56,2021-10-08 03:45:00,866681.6799999999,867078.049999999
Buy,278,3117.56,2021-10-08 03:45:00,866681.6799999999,396.369999999064
Sell,278,3122.66,2021-10-08 04:00:00,868099.48,868495.849999999
Buy,278,3122.66,2021-10-08 04:00:00,868099.48,396.369999999064
Sell,278,3125.65,2021-10-08 04:15:00,868930.7000000001,869327.0699999991
Buy,278,3125.65,2021-10-08 04:15:00,868930.7000000001,396.369999999064
Sell,278,3107.25,2021-10-08 04:30:00,863815.5,864211.8699999991
Buy,277,3119.66,2021-10-08 05:00:00,864145.82,66.04999999911524
Sell,277,3127.41,2021-10-08 05:15:00,866292.57,866358.6199999991
Buy,278,3110.06,2021-10-08 06:00:00,864596.6799999999,1761.9399999991292
Sell,278,3109.04,2021-10-08 06:15:00,864313.12,866075.0599999991
Buy,278,3107.4,2021-10-08 07:00:00,863857.2000000001,2217.8599999990547
Sell,278,3117.83,2021-10-08 07:15:00,866756.74,868974.599999999
Buy,278,3117.83,2021-10-08 07:15:00,866756.74,2217.8599999990547
Sell,278,3134.5,2021-10-08 07:30:00,871391.0,873608.859999999
Buy,277,3144.57,2021-10-08 07:45:00,871045.89,2562.9699999990407
Sell,277,3136.99,2021-10-08 08:00:00,868946.23,871509.199999999
Buy,277,3136.99,2021-10-08 08:00:00,868946.23,2562.9699999990407
Sell,277,3154.45,2021-10-08 08:15:00,873782.6499999999,876345.619999999
Buy,277,3154.45,2021-10-08 08:15:00,873782.6499999999,2562.9699999990407
Sell,277,3151.17,2021-10-08 08:30:00,872874.09,875437.059999999
Buy,277,3151.17,2021-10-08 08:30:00,872874.09,2562.9699999990407
Sell,277,3165.74,2021-10-08 08:45:00,876909.98,879472.949999999
Buy,277,3165.74,2021-10-08 08:45:00,876909.98,2562.9699999990407
Sell,277,3165.3,2021-10-08 09:00:00,876788.1000000001,879351.0699999991
Buy,279,3148.19,2021-10-08 09:15:00,878345.01,1006.0599999991246
Sell,279,3146.71,2021-10-08 09:30:00,877932.09,878938.1499999991
Buy,281,3118.84,2021-10-08 10:45:00,876394.04,2544.1099999990547
Sell,281,3136.24,2021-10-08 11:00:00,881283.44,883827.549999999
Buy,281,3136.24,2021-10-08 11:00:00,881283.44,2544.1099999990547
Sell,281,3153.55,2021-10-08 11:15:00,886147.55,888691.6599999991
Buy,281,3153.55,2021-10-08 11:15:00,886147.55,2544.1099999990547
Sell,281,3124.13,2021-10-08 11:30:00,877880.53,880424.6399999991
Buy,281,3124.13,2021-10-08 11:30:00,877880.53,2544.1099999990547
Sell,281,3124.71,2021-10-08 11:45:00,878043.51,880587.6199999991
Buy,281,3124.71,2021-10-08 11:45:00,878043.51,2544.1099999990547
Sell,281,3139.8,2021-10-08 12:00:00,882283.8,884827.9099999991
Buy,281,3139.8,2021-10-08 12:00:00,882283.8,2544.1099999990547
Sell,281,3157.8,2021-10-08 12:15:00,887341.8,889885.9099999991
Buy,281,3157.8,2021-10-08 12:15:00,887341.8,2544.1099999990547
Sell,281,3165.97,2021-10-08 12:30:00,889637.57,892181.679999999
Buy,281,3165.97,2021-10-08 12:30:00,889637.57,2544.1099999990547
Sell,281,3183.72,2021-10-08 12:45:00,894625.32,897169.429999999
Buy,280,3193.99,2021-10-08 13:15:00,894317.2,2852.22999999905
Sell,280,3161.48,2021-10-08 13:30:00,885214.4,888066.6299999991
Buy,280,3161.48,2021-10-08 13:30:00,885214.4,2852.22999999905
Sell,280,3165.0,2021-10-08 13:45:00,886200.0,889052.229999999
Buy,280,3165.0,2021-10-08 13:45:00,886200.0,2852.22999999905
Sell,280,3169.7,2021-10-08 14:00:00,887516.0,890368.229999999
Buy,282,3153.19,2021-10-08 14:15:00,889199.58,1168.649999999092
Sell,282,3134.14,2021-10-08 14:30:00,883827.48,884996.1299999991
Buy,282,3134.14,2021-10-08 14:30:00,883827.48,1168.649999999092
Sell,282,3133.41,2021-10-08 14:45:00,883621.62,884790.2699999991
Buy,282,3133.41,2021-10-08 14:45:00,883621.62,1168.649999999092
Sell,282,3145.02,2021-10-08 15:00:00,886895.64,888064.2899999991
Buy,282,3145.02,2021-10-08 15:00:00,886895.64,1168.649999999092
Sell,282,3113.38,2021-10-08 15:15:00,877973.16,879141.8099999991
Buy,285,3074.25,2021-10-08 16:15:00,876161.25,2980.5599999991246
Sell,285,3077.29,2021-10-08 16:30:00,877027.65,880008.2099999991
Buy,286,3075.94,2021-10-08 16:45:00,879718.84,289.36999999918044
Sell,286,3092.3,2021-10-08 17:00:00,884397.8,884687.1699999992
Buy,286,3092.3,2021-10-08 17:00:00,884397.8,289.36999999918044
Sell,286,3098.55,2021-10-08 17:15:00,886185.3,886474.6699999992
Buy,286,3098.55,2021-10-08 17:15:00,886185.3,289.36999999918044
Sell,286,3089.19,2021-10-08 17:30:00,883508.34,883797.7099999991
Buy,286,3089.19,2021-10-08 17:30:00,883508.34,289.36999999918044
Sell,286,3103.62,2021-10-08 17:45:00,887635.32,887924.6899999991
Buy,286,3103.62,2021-10-08 17:45:00,887635.32,289.36999999918044
Sell,286,3100.99,2021-10-08 18:00:00,886883.1399999999,887172.5099999991
Buy,286,3100.99,2021-10-08 18:00:00,886883.1399999999,289.36999999918044
