Action,Quantity,Price,Time,Portfolio Value,Remaining Balance
Buy,354,2093.26,2021-10-07 19:30:00,741014.04,1103.5500000003958
Sell,354,2093.14,2021-10-07 19:45:00,740971.5599999999,742075.1100000003
Buy,354,2093.14,2021-10-07 19:45:00,740971.5599999999,1103.5500000003958
Sell,354,2086.59,2021-10-07 20:00:00,738652.8600000001,739756.4100000005
Buy,351,2103.26,2021-10-07 21:30:00,738244.2600000001,1512.1500000003725
Sell,351,2105.67,2021-10-07 21:45:00,739090.17,740602.3200000004
Buy,235,3140.83,2021-10-08 00:00:00,738095.0499999999,2507.2700000004843
Sell,235,3157.11,2021-10-08 00:15:00,741920.85,744428.1200000005
Buy,235,3157.11,2021-10-08 00:15:00,741920.85,2507.2700000004843
Sell,235,3122.31,2021-10-08 00:30:00,733742.85,736250.1200000005
Buy,235,3122.31,2021-10-08 00:30:00,733742.85,2507.2700000004843
Sell,235,3125.43,2021-10-08 00:45:00,734476.0499999999,736983.3200000004
Buy,235,3125.43,2021-10-08 00:45:00,734476.0499999999,2507.2700000004843
Sell,235,3105.02,2021-10-08 01:00:00,729679.7,732186.9700000004
Buy,235,3105.02,2021-10-08 01:00:00,729679.7,2507.2700000004843
Sell,235,3117.56,2021-10-08 01:15:00,732626.6,735133.8700000005
Buy,235,3117.56,2021-10-08 01:15:00,732626.6,2507.2700000004843
Sell,235,3126.91,2021-10-08 01:30:00,734823.85,737331.1200000005
Buy,235,3134.25,2021-10-08 01:45:00,736548.75,782.370000000461
Sell,235,3130.19,2021-10-08 02:00:00,735594.65,736377.0200000005
Buy,234,3135.33,2021-10-08 02:30:00,733667.22,2709.8000000005122
Sell,234,3144.55,2021-10-08 02:45:00,735824.7000000001,738534.5000000006
Buy,234,3144.55,2021-10-08 02:45:00,735824.7000000001,2709.8000000005122
Sell,234,3132.75,2021-10-08 03:00:00,733063.5,735773.3000000005
Buy,234,3132.75,2021-10-08 03:00:00,733063.5,2709.8000000005122
Sell,234,3120.19,2021-10-08 03:15:00,730124.46,732834.2600000005
Buy,234,3120.19,2021-10-08 03:15:00,730124.46,2709.8000000005122
Sell,234,3125.09,2021-10-08 03:30:00,731271.06,733980.8600000006
Buy,235,3117.56,2021-10-08 03:45:00,732626.6,1354.2600000005914
Sell,235,3122.66,2021-10-08 04:00:00,733825.1,735179.3600000006
Buy,235,3122.66,2021-10-08 04:00:00,733825.1,1354.2600000005914
Sell,235,3125.65,2021-10-08 04:15:00,734527.75,735882.0100000006
Buy,235,3125.65,2021-10-08 04:15:00,734527.75,1354.2600000005914
Sell,235,3107.25,2021-10-08 04:30:00,730203.75,731558.0100000006
Buy,233,3127.41,2021-10-08 05:15:00,728686.5299999999,2871.48000000068
Sell,233,3119.79,2021-10-08 05:30:00,726911.07,729782.5500000006
Buy,233,3119.79,2021-10-08 05:30:00,726911.07,2871.48000000068
Sell,233,3114.0,2021-10-08 05:45:00,725562.0,728433.4800000007
Buy,230,3165.74,2021-10-08 08:45:00,728120.2,313.28000000072643
Sell,230,3165.3,2021-10-08 09:00:00,728019.0,728332.2800000007
Buy,230,3165.3,2021-10-08 09:00:00,728019.0,313.28000000072643
Sell,230,3148.19,2021-10-08 09:15:00,724083.7000000001,724396.9800000008
Buy,230,3146.71,2021-10-08 09:30:00,723743.3,653.6800000007497
Sell,230,3146.82,2021-10-08 09:45:00,723768.6000000001,724422.2800000008
Buy,230,3146.82,2021-10-08 09:45:00,723768.6000000001,653.6800000007497
Sell,230,3141.19,2021-10-08 10:00:00,722473.7000000001,723127.3800000008
Buy,230,3141.19,2021-10-08 10:00:00,722473.7000000001,653.6800000007497
Sell,230,3128.42,2021-10-08 10:15:00,719536.6,720190.2800000007
Buy,228,3153.55,2021-10-08 11:15:00,719009.4,1180.8800000007031
Sell,228,3124.13,2021-10-08 11:30:00,712301.64,713482.5200000007
Buy,224,3183.72,2021-10-08 12:45:00,713153.2799999999,329.2400000008056
Sell,224,3189.49,2021-10-08 13:00:00,714445.76,714775.0000000008
Buy,224,3189.49,2021-10-08 13:00:00,714445.76,329.2400000008056
Sell,224,3193.99,2021-10-08 13:15:00,715453.76,715783.0000000008
Buy,224,3193.99,2021-10-08 13:15:00,715453.76,329.2400000008056
Sell,224,3161.48,2021-10-08 13:30:00,708171.52,708500.7600000008
Buy,224,3161.48,2021-10-08 13:30:00,708171.52,329.2400000008056
Sell,224,3165.0,2021-10-08 13:45:00,708960.0,709289.2400000008
Buy,224,3165.0,2021-10-08 13:45:00,708960.0,329.2400000008056
Sell,224,3169.7,2021-10-08 14:00:00,710012.7999999999,710342.0400000007
Buy,224,3169.7,2021-10-08 14:00:00,710012.7999999999,329.2400000008056
Sell,224,3153.19,2021-10-08 14:15:00,706314.56,706643.8000000009
Buy,224,3153.19,2021-10-08 14:15:00,706314.56,329.2400000008056
Sell,224,3134.14,2021-10-08 14:30:00,702047.36,702376.6000000008
Buy,224,3134.14,2021-10-08 14:30:00,702047.36,329.2400000008056
Sell,224,3133.41,2021-10-08 14:45:00,701883.84,702213.0800000008
Buy,223,3145.02,2021-10-08 15:00:00,701339.46,873.6200000008103
Sell,223,3113.38,2021-10-08 15:15:00,694283.74,695157.3600000008
Buy,223,3113.38,2021-10-08 15:15:00,694283.74,873.6200000008103
Sell,223,3131.57,2021-10-08 15:30:00,698340.11,699213.7300000008
Buy,223,3131.57,2021-10-08 15:30:00,698340.11,873.6200000008103
Sell,223,3123.24,2021-10-08 15:45:00,696482.5199999999,697356.1400000007
Buy,223,3123.24,2021-10-08 15:45:00,696482.5199999999,873.6200000008103
Sell,223,3111.18,2021-10-08 16:00:00,693793.14,694666.7600000008
Buy,223,3111.18,2021-10-08 16:00:00,693793.14,873.6200000008103
Sell,223,3074.25,2021-10-08 16:15:00,685557.75,686431.3700000008
Buy,221,3098.55,2021-10-08 17:15:00,684779.55,1651.8200000007637
Sell,221,3089.19,2021-10-08 17:30:00,682710.99,684362.8100000008
Buy,217,3145.97,2021-10-08 19:45:00,682675.49,1687.3200000007637
Sell,217,3141.09,2021-10-08 20:00:00,681616.53,683303.8500000008
Buy,214,3183.91,2021-10-08 21:30:00,681356.74,1947.110000000801
Sell,214,3171.51,2021-10-08 21:45:00,678703.14,680650.2500000008
Buy,214,3171.51,2021-10-08 21:45:00,678703.14,1947.110000000801
Sell,214,3190.8,2021-10-08 22:00:00,682831.2000000001,684778.3100000009
Buy,214,3190.8,2021-10-08 22:00:00,682831.2000000001,1947.110000000801
Sell,214,3165.46,2021-10-08 22:15:00,677408.4400000001,679355.5500000009
Buy,214,3165.46,2021-10-08 22:15:00,677408.4400000001,1947.110000000801
Sell,214,3162.99,2021-10-08 22:30:00,676879.86,678826.9700000008
