Action,Quantity,Price,Time,Portfolio Value,Remaining Balance
Buy,139,3476.35,2021-10-09 01:15:00,483212.64999999997,3074.8700000001118
Sell,139,3500.93,2021-10-09 01:30:00,486629.26999999996,489704.1400000001
Buy,139,3502.96,2021-10-09 01:45:00,486911.44,2792.70000000007
Sell,139,3493.15,2021-10-09 02:00:00,485547.85000000003,488340.5500000001
Buy,139,3498.98,2021-10-09 02:15:00,486358.22000000003,1982.3300000000745
Sell,139,3490.28,2021-10-09 02:30:00,485148.92000000004,487131.2500000001
Buy,139,3490.28,2021-10-09 02:30:00,485148.92000000004,1982.3300000000745
Sell,139,3475.4,2021-10-09 02:45:00,483080.60000000003,485062.9300000001
Buy,139,3475.4,2021-10-09 02:45:00,483080.60000000003,1982.3300000000745
Sell,139,3454.08,2021-10-09 03:00:00,480117.12,482099.45000000007
Buy,139,3454.08,2021-10-09 03:00:00,480117.12,1982.3300000000745
Sell,139,3462.01,2021-10-09 03:15:00,481219.39,483201.7200000001
Buy,139,3465.97,2021-10-09 04:30:00,481769.82999999996,1431.8900000001304
Sell,139,3454.92,2021-10-09 04:45:00,480233.88,481665.77000000014
Buy,139,3448.5,2021-10-09 05:00:00,479341.5,2324.270000000135
Sell,139,3433.27,2021-10-09 05:15:00,477224.52999999997,479548.8000000001
Buy,138,3453.4,2021-10-09 06:00:00,476569.2,2979.600000000093
Sell,138,3443.05,2021-10-09 06:15:00,475140.9,478120.5000000001
Buy,138,3443.05,2021-10-09 06:15:00,475140.9,2979.600000000093
Sell,138,3429.35,2021-10-09 06:30:00,473250.3,476229.9000000001
Buy,138,3429.35,2021-10-09 06:30:00,473250.3,2979.600000000093
Sell,138,3421.48,2021-10-09 06:45:00,472164.24,475143.8400000001
Buy,138,3423.49,2021-10-09 07:15:00,472441.62,2702.2200000000885
Sell,138,3418.21,2021-10-09 07:30:00,471712.98,474415.20000000007
Buy,138,3418.21,2021-10-09 07:30:00,471712.98,2702.2200000000885
Sell,138,3405.59,2021-10-09 07:45:00,469971.42000000004,472673.64000000013
Buy,138,3405.59,2021-10-09 07:45:00,469971.42000000004,2702.2200000000885
Sell,138,3389.69,2021-10-09 08:00:00,467777.22000000003,470479.4400000001
Buy,138,3406.42,2021-10-09 08:15:00,470085.96,393.4800000000978
Sell,138,3376.12,2021-10-09 08:30:00,465904.56,466298.0400000001
Buy,138,3376.12,2021-10-09 08:30:00,465904.56,393.4800000000978
Sell,138,3376.81,2021-10-09 08:45:00,465999.77999999997,466393.26000000007
Buy,137,3400.44,2021-10-09 09:30:00,465860.28,532.9800000000396
Sell,137,3401.96,2021-10-09 09:45:00,466068.52,466601.50000000006
Buy,137,3401.11,2021-10-09 10:00:00,465952.07,649.4300000000512
Sell,137,3391.22,2021-10-09 10:15:00,464597.13999999996,465246.57
Buy,136,3419.54,2021-10-09 10:30:00,465057.44,189.13000000000466
Sell,136,3406.06,2021-10-09 10:45:00,463224.16,463413.29
Buy,136,3406.06,2021-10-09 10:45:00,463224.16,189.13000000000466
Sell,136,3392.72,2021-10-09 11:00:00,461409.92,461599.05
Buy,136,3392.72,2021-10-09 11:00:00,461409.92,189.13000000000466
Sell,136,3387.32,2021-10-09 11:15:00,460675.52,460864.65
Buy,136,3387.32,2021-10-09 11:15:00,460675.52,189.13000000000466
Sell,136,3386.15,2021-10-09 11:30:00,460516.4,460705.53
Buy,135,3404.12,2021-10-09 11:45:00,459556.2,1149.3300000000163
Sell,135,3398.36,2021-10-09 12:00:00,458778.60000000003,459927.93000000005
Buy,135,3398.36,2021-10-09 12:00:00,458778.60000000003,1149.3300000000163
Sell,135,3383.27,2021-10-09 12:15:00,456741.45,457890.78
Buy,134,3394.54,2021-10-09 12:30:00,454868.36,3022.420000000042
Sell,134,3375.0,2021-10-09 12:45:00,452250.0,455272.42000000004
Buy,134,3375.0,2021-10-09 12:45:00,452250.0,3022.420000000042
Sell,134,3362.27,2021-10-09 13:00:00,450544.18,453566.60000000003
Buy,134,3362.27,2021-10-09 13:00:00,450544.18,3022.420000000042
Sell,134,3356.33,2021-10-09 13:15:00,449748.22,452770.64
Buy,134,3356.33,2021-10-09 13:15:00,449748.22,3022.420000000042
Sell,134,3328.69,2021-10-09 13:30:00,446044.46,449066.88000000006
Buy,134,3328.69,2021-10-09 13:30:00,446044.46,3022.420000000042
Sell,134,3327.28,2021-10-09 13:45:00,445855.52,448877.94000000006
Buy,134,3327.28,2021-10-09 13:45:00,445855.52,3022.420000000042
Sell,134,3304.58,2021-10-09 14:00:00,442813.72,445836.14
Buy,134,3304.58,2021-10-09 14:00:00,442813.72,3022.420000000042
Sell,134,3266.01,2021-10-09 14:15:00,437645.34,440667.76000000007
Buy,134,3266.01,2021-10-09 14:15:00,437645.34,3022.420000000042
Sell,134,3229.59,2021-10-09 14:30:00,432765.06,435787.48000000004
Buy,133,3257.0,2021-10-09 14:45:00,433181.0,2606.4800000000396
Sell,133,3242.79,2021-10-09 15:00:00,431291.07,433897.55000000005
Buy,131,3299.28,2021-10-09 15:45:00,432205.68000000005,1691.8699999999953
Sell,131,3285.0,2021-10-09 16:00:00,430335.0,432026.87
Buy,130,3300.67,2021-10-09 16:15:00,429087.10000000003,2939.7699999999604
Sell,130,3294.49,2021-10-09 16:30:00,428283.69999999995,431223.4699999999
Buy,130,3294.49,2021-10-09 16:30:00,428283.69999999995,2939.7699999999604
Sell,130,3297.04,2021-10-09 16:45:00,428615.2,431554.97
Buy,129,3333.77,2021-10-09 18:00:00,430056.33,1498.6399999999558
Sell,129,3342.34,2021-10-09 18:15:00,431161.86000000004,432660.5
Buy,129,3342.34,2021-10-09 18:15:00,431161.86000000004,1498.6399999999558
Sell,129,3336.11,2021-10-09 18:30:00,430358.19,431856.82999999996
Buy,129,3336.11,2021-10-09 18:30:00,430358.19,1498.6399999999558
Sell,129,3329.83,2021-10-09 18:45:00,429548.07,431046.70999999996
Buy,129,3329.83,2021-10-09 18:45:00,429548.07,1498.6399999999558
Sell,129,3322.4,2021-10-09 19:00:00,428589.60000000003,430088.24
Buy,129,3322.4,2021-10-09 19:00:00,428589.60000000003,1498.6399999999558
Sell,129,3315.92,2021-10-09 19:15:00,427753.68,429252.31999999995
Buy,129,3315.92,2021-10-09 19:15:00,427753.68,1498.6399999999558
Sell,129,3313.94,2021-10-09 19:30:00,427498.26,428996.89999999997
Buy,129,3313.94,2021-10-09 19:30:00,427498.26,1498.6399999999558
Sell,129,3312.62,2021-10-09 19:45:00,427327.98,428826.61999999994
Buy,128,3325.67,2021-10-09 20:00:00,425685.76,3140.859999999928
Sell,128,3316.96,2021-10-09 20:15:00,424570.88,427711.73999999993
Buy,128,3316.96,2021-10-09 20:15:00,424570.88,3140.859999999928
Sell,128,3279.46,2021-10-09 20:30:00,419770.88,422911.73999999993
Buy,128,3279.46,2021-10-09 20:30:00,419770.88,3140.859999999928
Sell,128,3250.11,2021-10-09 20:45:00,416014.08,419154.93999999994
Buy,128,3261.22,2021-10-09 21:15:00,417436.16,1718.7799999999697
Sell,128,3183.12,2021-10-09 21:30:00,407439.36,409158.13999999996
Buy,128,3183.12,2021-10-09 21:30:00,407439.36,1718.7799999999697
Sell,128,3183.74,2021-10-09 21:45:00,407518.72,409237.49999999994
Buy,127,3205.02,2021-10-09 22:30:00,407037.54,2199.9599999999627
Sell,127,3174.81,2021-10-09 22:45:00,403200.87,405400.82999999996
